Line no. 29  Lexeme: real                           Token: TK_REAL 
Line no. 29  Lexeme: :                              Token: TK_COLON 
Line no. 29  Lexeme: x                              Token: TK_FIELDID 
Line no. 29  Lexeme: ;                              Token: TK_SEM 
Line no. 30  Lexeme: type                           Token: TK_TYPE 
Line no. 30  Lexeme: real                           Token: TK_REAL 
Line no. 30  Lexeme: :                              Token: TK_COLON 
Line no. 30  Lexeme: y                              Token: TK_FIELDID 
Line no. 30  Lexeme: ;                              Token: TK_SEM 
Line no. 31  Lexeme: endrecord                      Token: TK_ENDRECORD 
Line no. 32  Lexeme: definetype                     Token: TK_DEFINETYPE 
Line no. 32  Lexeme: record                         Token: TK_RECORD 
Line no. 32  Lexeme: #one                           Token: TK_RUID 
Line no. 32  Lexeme: as                             Token: TK_AS 
Line no. 32  Lexeme: #point                         Token: TK_RUID 
Line no. 33  Lexeme: definetype                     Token: TK_DEFINETYPE 
Line no. 33  Lexeme: record                         Token: TK_RECORD 
Line no. 33  Lexeme: #two                           Token: TK_RUID 
Line no. 33  Lexeme: as                             Token: TK_AS 
Line no. 33  Lexeme: #line                          Token: TK_RUID 
Line no. 34  Lexeme: union                          Token: TK_UNION 
Line no. 34  Lexeme: #four                          Token: TK_RUID 
Line no. 35  Lexeme: type                           Token: TK_TYPE 
Line no. 35  Lexeme: #line                          Token: TK_RUID 
Line no. 35  Lexeme: :                              Token: TK_COLON 
Line no. 35  Lexeme: ln                             Token: TK_FIELDID 
Line no. 35  Lexeme: ;                              Token: TK_SEM 
Line no. 36  Lexeme: type                           Token: TK_TYPE 
Line no. 36  Lexeme: #point                         Token: TK_RUID 
Line no. 36  Lexeme: :                              Token: TK_COLON 
Line no. 36  Lexeme: pt                             Token: TK_FIELDID 
Line no. 36  Lexeme: ;                              Token: TK_SEM 
Line no. 37  Lexeme: type                           Token: TK_TYPE 
Line no. 37  Lexeme: #traingle                      Token: TK_RUID 
Line no. 37  Lexeme: :                              Token: TK_COLON 
Line no. 37  Lexeme: tr                             Token: TK_FIELDID 
Line no. 37  Lexeme: ;                              Token: TK_SEM 
Line no. 38  Lexeme: endunion                       Token: TK_ENDUNION 
Line no. 39  Lexeme: definetype                     Token: TK_DEFINETYPE 
Line no. 39  Lexeme: record                         Token: TK_RECORD 
Line no. 39  Lexeme: #three                         Token: TK_RUID 
Line no. 39  Lexeme: as                             Token: TK_AS 
Line no. 39  Lexeme: #triangle                      Token: TK_RUID 
Line no. 40  Lexeme: record                         Token: TK_RECORD 
Line no. 40  Lexeme: #three                         Token: TK_RUID 
Line no. 41  Lexeme: type                           Token: TK_TYPE 
Line no. 41  Lexeme: #line                          Token: TK_RUID 
Line no. 41  Lexeme: :                              Token: TK_COLON 
Line no. 41  Lexeme: base                           Token: TK_FIELDID 
Line no. 41  Lexeme: ;                              Token: TK_SEM 
Line no. 42  Lexeme: type                           Token: TK_TYPE 
Line no. 42  Lexeme: #line                          Token: TK_RUID 
Line no. 42  Lexeme: :                              Token: TK_COLON 
Line no. 42  Lexeme: height                         Token: TK_FIELDID 
Line no. 42  Lexeme: ;                              Token: TK_SEM 
Line no. 43  Lexeme: endrecord                      Token: TK_ENDRECORD 
Line no. 44  Lexeme: definetype                     Token: TK_DEFINETYPE 
Line no. 44  Lexeme: union                          Token: TK_UNION 
Line no. 44  Lexeme: #four                          Token: TK_RUID 
Line no. 44  Lexeme: as                             Token: TK_AS 
Line no. 44  Lexeme: #shape                         Token: TK_RUID 
Line no. 45  Lexeme: record                         Token: TK_RECORD 
Line no. 45  Lexeme: #variantrecord                 Token: TK_RUID 
Line no. 46  Lexeme: type                           Token: TK_TYPE 
Line no. 46  Lexeme: int                            Token: TK_INT 
Line no. 46  Lexeme: :                              Token: TK_COLON 
Line no. 46  Lexeme: tag                            Token: TK_FIELDID 
Line no. 46  Lexeme: ;                              Token: TK_SEM 
Line no. 47  Lexeme: type                           Token: TK_TYPE 
Line no. 47  Lexeme: #shape                         Token: TK_RUID 
Line no. 47  Lexeme: :                              Token: TK_COLON 
Line no. 47  Lexeme: s                              Token: TK_FIELDID 
Line no. 47  Lexeme: ;                              Token: TK_SEM 
Line no. 48  Lexeme: endrecord                      Token: TK_ENDRECORD 
Line no. 50  Lexeme: type                           Token: TK_TYPE 
Line no. 50  Lexeme: record                         Token: TK_RECORD 
Line no. 50  Lexeme: #variantrecord                 Token: TK_RUID 
Line no. 50  Lexeme: :                              Token: TK_COLON 
Line no. 50  Lexeme: d4                             Token: TK_ID 
Line no. 50  Lexeme: ;                              Token: TK_SEM 
Line no. 51  Lexeme: type                           Token: TK_TYPE 
Line no. 51  Lexeme: int                            Token: TK_INT 
Line no. 51  Lexeme: :                              Token: TK_COLON 
Line no. 51  Lexeme: b5                             Token: TK_ID 
Line no. 51  Lexeme: ;                              Token: TK_SEM 
Line no. 52  Lexeme: type                           Token: TK_TYPE 
Line no. 52  Lexeme: int                            Token: TK_INT 
Line no. 52  Lexeme: :                              Token: TK_COLON 
Line no. 52  Lexeme: d5cb34567                      Token: TK_ID 
Line no. 52  Lexeme: ;                              Token: TK_SEM 
Line no. 53  Lexeme: type                           Token: TK_TYPE 
Line no. 53  Lexeme: record                         Token: TK_RECORD 
Line no. 53  Lexeme: #variantrecord                 Token: TK_RUID 
Line no. 53  Lexeme: :                              Token: TK_COLON 
Line no. 53  Lexeme: b5c6                           Token: TK_ID 
Line no. 53  Lexeme: ;                              Token: TK_SEM 
Line no. 54  Lexeme: b5c6                           Token: TK_ID 
Line no. 54  Lexeme: <---                           Token: TK_ASSIGNOP 
Line no. 54  Lexeme: b5c6                           Token: TK_ID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: tag                            Token: TK_FIELDID 
Line no. 54  Lexeme: +                              Token: TK_PLUS 
Line no. 54  Lexeme: d4                             Token: TK_ID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: s                              Token: TK_FIELDID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: ln                             Token: TK_FIELDID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: beginpoint                     Token: TK_FIELDID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: x                              Token: TK_FIELDID 
Line no. 54  Lexeme: -                              Token: TK_MINUS 
Line no. 54  Lexeme: b5c6                           Token: TK_ID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: s                              Token: TK_FIELDID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: tr                             Token: TK_FIELDID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: base                           Token: TK_FIELDID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: beginpoint                     Token: TK_FIELDID 
Line no. 54  Lexeme: .                              Token: TK_DOT 
Line no. 54  Lexeme: y                              Token: TK_FIELDID 
Line no. 54  Lexeme: ;                              Token: TK_SEM 
Line no. 55  Lexeme: b5                             Token: TK_ID 
Line no. 55  Lexeme: <---                           Token: TK_ASSIGNOP 
Line no. 55  Lexeme: b5                             Token: TK_ID 
Line no. 55  Lexeme: +                              Token: TK_PLUS 
Line no. 55  Lexeme: 1                              Token: TK_NUM 
Line no. 55  Lexeme: ;                              Token: TK_SEM 
Line no. 56  Lexeme: d4                             Token: TK_ID 
Line no. 56  Lexeme: <---                           Token: TK_ASSIGNOP 
Line no. 56  Lexeme: b5c6                           Token: TK_ID 
Line no. 56  Lexeme: /                              Token: TK_DIV 
Line no. 56  Lexeme: d5cb34567                      Token: TK_ID 
Line no. 56  Lexeme: ;                              Token: TK_SEM 
Line no. 57  Lexeme: write                          Token: TK_WRITE 
Line no. 57  Lexeme: (                              Token: TK_OP 
Line no. 57  Lexeme: d4                             Token: TK_ID 
Line no. 57  Lexeme: )                              Token: TK_CL 
Line no. 57  Lexeme: ;                              Token: TK_SEM 
Line no. 58  Lexeme: write                          Token: TK_WRITE 
Line no. 58  Lexeme: (                              Token: TK_OP 
Line no. 58  Lexeme: d4                             Token: TK_ID 
Line no. 58  Lexeme: .                              Token: TK_DOT 
Line no. 58  Lexeme: s                              Token: TK_FIELDID 
Line no. 58  Lexeme: .                              Token: TK_DOT 
Line no. 58  Lexeme: ln                             Token: TK_FIELDID 
Line no. 58  Lexeme: .                              Token: TK_DOT 
Line no. 58  Lexeme: beginpoint                     Token: TK_FIELDID 
Line no. 58  Lexeme: .                              Token: TK_DOT 
Line no. 58  Lexeme: x                              Token: TK_FIELDID 
Line no. 58  Lexeme: )                              Token: TK_CL 
Line no. 58  Lexeme: ;                              Token: TK_SEM 
Line no. 59  Lexeme: write                          Token: TK_WRITE 
Line no. 59  Lexeme: (                              Token: TK_OP 
Line no. 59  Lexeme: b5c6                           Token: TK_ID 
Line no. 59  Lexeme: .                              Token: TK_DOT 
Line no. 59  Lexeme: tag                            Token: TK_FIELDID 
Line no. 59  Lexeme: )                              Token: TK_CL 
Line no. 59  Lexeme: ;                              Token: TK_SEM 
Line no. 60  Lexeme: return                         Token: TK_RETURN 
Line no. 60  Lexeme: ;                              Token: TK_SEM 
Line no. 61  Lexeme: end                            Token: TK_END 
=============================================================== PARSE TREE ========================================================================

              lexeme    lineno      tokenName  valueIfNumber              parentNodeSymbol  isLeafNode(yes/no)                    NodeSymbol
---------------------------------------------------------------------------------------------------------------------------------------------------
      _unionfunction          4        TK_FUNID            ----                     <function>                  yes                           ----
                ----          4            ----            ----               <otherFunctions>                   no                     <function>
               input          4        TK_INPUT            ----                    <input_par>                  yes                           ----
                ----          4            ----            ----                     <function>                   no                    <input_par>
           parameter          4    TK_PARAMETER            ----                    <input_par>                  yes                           ----
                list          4         TK_LIST            ----                    <input_par>                  yes                           ----
                   [          4          TK_SQL            ----                    <input_par>                  yes                           ----
              record          4       TK_RECORD            ----          <constructedDatatype>                  yes                           ----
                ----          4            ----            ----                     <dataType>                   no          <constructedDatatype>
                #two          4         TK_RUID            ----          <constructedDatatype>                  yes                           ----
                ----          4            ----            ----               <parameter_list>                   no                     <dataType>
                ----          4            ----            ----                    <input_par>                   no               <parameter_list>
              d5cc34          4           TK_ID            ----               <parameter_list>                  yes                           ----
                   ,          4        TK_COMMA            ----               <remaining_list>                  yes                           ----
                ----          4            ----            ----               <parameter_list>                   no               <remaining_list>
              #point          4         TK_RUID            ----          <constructedDatatype>                  yes                           ----
                ----          4            ----            ----                     <dataType>                   no          <constructedDatatype>
                ----          4            ----            ----               <parameter_list>                   no                     <dataType>
                ----          4            ----            ----               <remaining_list>                   no               <parameter_list>
                b5c6          4           TK_ID            ----               <parameter_list>                  yes                           ----
                ----          4            ----            ----               <remaining_list>                   no                     TK_EPSILON
                ----          4            ----            ----               <parameter_list>                   no               <remaining_list>
                   ]          4          TK_SQR            ----                    <input_par>                  yes                           ----
              output          5       TK_OUTPUT            ----                   <output_par>                  yes                           ----
                ----          5            ----            ----                     <function>                   no                   <output_par>
           parameter          5    TK_PARAMETER            ----                   <output_par>                  yes                           ----
                list          5         TK_LIST            ----                   <output_par>                  yes                           ----
                   [          5          TK_SQL            ----                   <output_par>                  yes                           ----
                real          5         TK_REAL            ----            <primitiveDatatype>                  yes                           ----
                ----          5            ----            ----                     <dataType>                   no            <primitiveDatatype>
                ----          5            ----            ----               <parameter_list>                   no                     <dataType>
                ----          5            ----            ----                   <output_par>                   no               <parameter_list>
                  d3          5           TK_ID            ----               <parameter_list>                  yes                           ----
                ----          5            ----            ----               <remaining_list>                   no                     TK_EPSILON
                ----          5            ----            ----               <parameter_list>                   no               <remaining_list>
                   ]          5          TK_SQR            ----                   <output_par>                  yes                           ----
                   ;          5          TK_SEM            ----                     <function>                  yes                           ----
              record          7       TK_RECORD            ----               <typeDefinition>                  yes                           ----
                ----          7            ----            ----           <typeDefineOrActual>                   no               <typeDefinition>
                #two          7         TK_RUID            ----               <typeDefinition>                  yes                           ----
                type          8         TK_TYPE            ----              <fieldDefinition>                  yes                           ----
                ----          8            ----            ----             <fieldDefinitions>                   no              <fieldDefinition>
              #point          8         TK_RUID            ----          <DifferentFieldTypes>                  yes                           ----
                ----          8            ----            ----              <fieldDefinition>                   no          <DifferentFieldTypes>
                   :          8        TK_COLON            ----              <fieldDefinition>                  yes                           ----
          beginpoint          8      TK_FIELDID            ----              <fieldDefinition>                  yes                           ----
                   ;          8          TK_SEM            ----              <fieldDefinition>                  yes                           ----
                ----          8            ----            ----               <typeDefinition>                   no             <fieldDefinitions>
                type          9         TK_TYPE            ----              <fieldDefinition>                  yes                           ----
                ----          9            ----            ----             <fieldDefinitions>                   no              <fieldDefinition>
              #point          9         TK_RUID            ----          <DifferentFieldTypes>                  yes                           ----
                ----          9            ----            ----              <fieldDefinition>                   no          <DifferentFieldTypes>
                   :          9        TK_COLON            ----              <fieldDefinition>                  yes                           ----
            endpoint          9      TK_FIELDID            ----              <fieldDefinition>                  yes                           ----
                   ;          9          TK_SEM            ----              <fieldDefinition>                  yes                           ----
                ----         10            ----            ----                   <moreFields>                   no                     TK_EPSILON
                ----         10            ----            ----             <fieldDefinitions>                   no                   <moreFields>
           endrecord         10    TK_ENDRECORD            ----               <typeDefinition>                  yes                           ----
                ----          7            ----            ----              <typeDefinitions>                   no           <typeDefineOrActual>
                ----          7            ----            ----                        <stmts>                   no              <typeDefinitions>
                ----         13            ----            ----              <typeDefinitions>                   no                     TK_EPSILON
                ----         13            ----            ----              <typeDefinitions>                   no              <typeDefinitions>
                ----          7            ----            ----                     <function>                   no                        <stmts>
                type         13         TK_TYPE            ----                  <declaration>                  yes                           ----
                ----         13            ----            ----                 <declarations>                   no                  <declaration>
              record         13       TK_RECORD            ----          <constructedDatatype>                  yes                           ----
                ----         13            ----            ----                     <dataType>                   no          <constructedDatatype>
                #two         13         TK_RUID            ----          <constructedDatatype>                  yes                           ----
                ----         13            ----            ----                  <declaration>                   no                     <dataType>
                   :         13        TK_COLON            ----                  <declaration>                  yes                           ----
              b5b567         13           TK_ID            ----                  <declaration>                  yes                           ----
                ----         13            ----            ----                <global_or_not>                   no                     TK_EPSILON
                ----         13            ----            ----                  <declaration>                   no                <global_or_not>
                   ;         13          TK_SEM            ----                  <declaration>                  yes                           ----
                ----         13            ----            ----                        <stmts>                   no                 <declarations>
                type         14         TK_TYPE            ----                  <declaration>                  yes                           ----
                ----         14            ----            ----                 <declarations>                   no                  <declaration>
              record         14       TK_RECORD            ----          <constructedDatatype>                  yes                           ----
                ----         14            ----            ----                     <dataType>                   no          <constructedDatatype>
                #one         14         TK_RUID            ----          <constructedDatatype>                  yes                           ----
                ----         14            ----            ----                  <declaration>                   no                     <dataType>
                   :         14        TK_COLON            ----                  <declaration>                  yes                           ----
                  b3         14           TK_ID            ----                  <declaration>                  yes                           ----
                ----         14            ----            ----                <global_or_not>                   no                     TK_EPSILON
                ----         14            ----            ----                  <declaration>                   no                <global_or_not>
                   ;         14          TK_SEM            ----                  <declaration>                  yes                           ----
                ----         14            ----            ----                 <declarations>                   no                 <declarations>
                type         15         TK_TYPE            ----                  <declaration>                  yes                           ----
                ----         15            ----            ----                 <declarations>                   no                  <declaration>
              #point         15         TK_RUID            ----          <constructedDatatype>                  yes                           ----
                ----         15            ----            ----                     <dataType>                   no          <constructedDatatype>
                ----         15            ----            ----                  <declaration>                   no                     <dataType>
                   :         15        TK_COLON            ----                  <declaration>                  yes                           ----
                  d5         15           TK_ID            ----                  <declaration>                  yes                           ----
                ----         15            ----            ----                <global_or_not>                   no                     TK_EPSILON
                ----         15            ----            ----                  <declaration>                   no                <global_or_not>
                   ;         15          TK_SEM            ----                  <declaration>                  yes                           ----
                ----         15            ----            ----                 <declarations>                   no                 <declarations>
                ----         16            ----            ----                 <declarations>                   no                     TK_EPSILON
                ----         16            ----            ----                 <declarations>                   no                 <declarations>
              b5b567         16           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         16            ----            ----               <assignmentStmt>                   no                <singleOrRecId>
                ----         16            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         16            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         16            ----            ----                         <stmt>                   no               <assignmentStmt>
                <---         16     TK_ASSIGNOP            ----               <assignmentStmt>                  yes                           ----
                  c6         16           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         16            ----            ----                          <var>                   no                <singleOrRecId>
                ----         16            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         16            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         16            ----            ----                       <factor>                   no                          <var>
                ----         16            ----            ----                         <term>                   no                       <factor>
                ----         16            ----            ----         <arithmeticExpression>                   no                         <term>
                   *         16          TK_MUL            ----                       <highOp>                  yes                           ----
                ----         16            ----            ----                      <highExp>                   no                       <highOp>
                ----         16            ----            ----                         <term>                   no                      <highExp>
                ----         16          TK_NUM               2                          <var>                  yes                           ----
                ----         16            ----            ----                       <factor>                   no                          <var>
                ----         16            ----            ----                      <highExp>                   no                       <factor>
                ----         16            ----            ----                      <highExp>                   no                     TK_EPSILON
                ----         16            ----            ----                      <highExp>                   no                      <highExp>
                ----         16            ----            ----               <assignmentStmt>                   no         <arithmeticExpression>
                ----         16            ----            ----                       <lowExp>                   no                     TK_EPSILON
                ----         16            ----            ----         <arithmeticExpression>                   no                       <lowExp>
                   ;         16          TK_SEM            ----               <assignmentStmt>                  yes                           ----
                ----         16            ----            ----                   <otherStmts>                   no                         <stmt>
                ----         16            ----            ----                        <stmts>                   no                   <otherStmts>
                  b3         17           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         17            ----            ----               <assignmentStmt>                   no                <singleOrRecId>
                ----         17            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         17            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         17            ----            ----                         <stmt>                   no               <assignmentStmt>
                <---         17     TK_ASSIGNOP            ----               <assignmentStmt>                  yes                           ----
                  c6         17           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         17            ----            ----                          <var>                   no                <singleOrRecId>
                ----         17            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         17            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         17            ----            ----                       <factor>                   no                          <var>
                ----         17            ----            ----                         <term>                   no                       <factor>
                ----         17            ----            ----         <arithmeticExpression>                   no                         <term>
                ----         17            ----            ----                      <highExp>                   no                     TK_EPSILON
                ----         17            ----            ----                         <term>                   no                      <highExp>
                ----         17            ----            ----               <assignmentStmt>                   no         <arithmeticExpression>
                   -         17        TK_MINUS            ----                        <lowOp>                  yes                           ----
                ----         17            ----            ----                       <lowExp>                   no                        <lowOp>
                ----         17            ----            ----         <arithmeticExpression>                   no                       <lowExp>
                  c3         17           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         17            ----            ----                          <var>                   no                <singleOrRecId>
                ----         17            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         17            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         17            ----            ----                       <factor>                   no                          <var>
                ----         17            ----            ----                         <term>                   no                       <factor>
                ----         17            ----            ----                       <lowExp>                   no                         <term>
                ----         17            ----            ----                      <highExp>                   no                     TK_EPSILON
                ----         17            ----            ----                         <term>                   no                      <highExp>
                ----         17            ----            ----                       <lowExp>                   no                     TK_EPSILON
                ----         17            ----            ----                       <lowExp>                   no                       <lowExp>
                   ;         17          TK_SEM            ----               <assignmentStmt>                  yes                           ----
                ----         17            ----            ----                   <otherStmts>                   no                         <stmt>
                ----         17            ----            ----                   <otherStmts>                   no                   <otherStmts>
               while         18        TK_WHILE            ----                <iterativeStmt>                  yes                           ----
                ----         18            ----            ----                         <stmt>                   no                <iterativeStmt>
                   (         18           TK_OP            ----                <iterativeStmt>                  yes                           ----
              b5b567         18           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         18            ----            ----                          <var>                   no                <singleOrRecId>
                ----         18            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         18            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         18            ----            ----            <booleanExpression>                   no                          <var>
                ----         18            ----            ----                <iterativeStmt>                   no            <booleanExpression>
                  <=         18           TK_LE            ----                 <relationalOp>                  yes                           ----
                ----         18            ----            ----            <booleanExpression>                   no                 <relationalOp>
              d5cc34         18           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         18            ----            ----                          <var>                   no                <singleOrRecId>
                ----         18            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         18            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         18            ----            ----            <booleanExpression>                   no                          <var>
                   )         18           TK_CL            ----                <iterativeStmt>                  yes                           ----
                read         19         TK_READ            ----                       <ioStmt>                  yes                           ----
                ----         19            ----            ----                         <stmt>                   no                       <ioStmt>
                   (         19           TK_OP            ----                       <ioStmt>                  yes                           ----
                c3bd         19           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         19            ----            ----                          <var>                   no                <singleOrRecId>
                ----         19            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         19            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         19            ----            ----                       <ioStmt>                   no                          <var>
                   )         19           TK_CL            ----                       <ioStmt>                  yes                           ----
                   ;         19          TK_SEM            ----                       <ioStmt>                  yes                           ----
                ----         19            ----            ----                <iterativeStmt>                   no                         <stmt>
                  d3         20           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         20            ----            ----               <assignmentStmt>                   no                <singleOrRecId>
                ----         20            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         20            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         20            ----            ----                         <stmt>                   no               <assignmentStmt>
                <---         20     TK_ASSIGNOP            ----               <assignmentStmt>                  yes                           ----
                  d3         20           TK_ID            ----                <singleOrRecId>                  yes                           ----
                ----         20            ----            ----                          <var>                   no                <singleOrRecId>
                ----         20            ----            ----              <nestedExpansion>                   no                     TK_EPSILON
                ----         20            ----            ----                <singleOrRecId>                   no              <nestedExpansion>
                ----         20            ----            ----                       <factor>                   no                          <var>
                ----         20            ----            ----                         <term>                   no                       <factor>
                ----         20            ----            ----         <arithmeticExpression>                   no                         <term>
